?cluster	?metatype	?type	?mention_span	?type_statement_confidence	?cluster_membership_confidence	?mention_type_justification_confidence
cluster-NILE22385	Entity	GPE.ProvinceState.ProvinceState	JC002YC48:JC002YEMH:(399,0)-(404,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22386	Entity	GPE.UrbanArea.City	JC002YC48:JC002YEMH:(363,0)-(370,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22387	Entity	LOC.Position.Region	JC002YC48:JC002YEMH:(322,0)-(332,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22388	Entity	MHI.Disease.Disease	JC002YC48:JC002YEMH:(131,0)-(141,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22388	Entity	MHI.Disease.Disease	JC002YC48:JC002YEMH:(19,0)-(34,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22388	Entity	MHI.Disease.Disease	JC002YC48:JC002YEMH:(25,0)-(34,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22388	Entity	MHI.Disease.Disease	JC002YC48:JC002YEMH:(265,0)-(281,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22388	Entity	MHI.Disease.Disease	JC002YC48:JC002YEMH:(530,0)-(545,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22388	Entity	MHI.Disease.Disease	JC002YC48:JC002YEMH:(612,0)-(622,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22388	Entity	MHI.Disease.Disease	JC002YC48:JC002YEMH:(68,0)-(104,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22388	Entity	MHI.Disease.Disease	JC002YC48:JC002YEMH:(86,0)-(115,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22389	Entity	LOC.Position.Region	JC002YC48:JC002YEMH:(642,0)-(688,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22389	Entity	LOC.Position.Region	JC002YC48:JC002YEMH:(670,0)-(688,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22390	Entity	VAL.Number.Number	JC002YC48:JC002YEMH:(74,0)-(76,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22391	Entity	GPE.ProvinceState.ProvinceState	JC002YC48:JC002YEMH:(408,0)-(413,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22392	Entity	GPE.Country.Country	JC002YC48:JC002YEMH:(1,0)-(9,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22392	Entity	GPE.Country.Country	JC002YC48:JC002YEMH:(227,0)-(237,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22392	Entity	GPE.Country.Country	JC002YC48:JC002YEMH:(352,0)-(357,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22392	Entity	GPE.Country.Country	JC002YC48:JC002YEMH:(41,0)-(49,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22392	Entity	GPE.Country.Country	JC002YC48:JC002YEMH:(441,0)-(449,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22393	Entity	LOC.Position.Region	JC002YC48:JC002YEMH:(336,0)-(343,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22394	Entity	PER	JC002YC48:JC002YEMH:(740,0)-(749,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22394	Entity	PER	JC002YC48:JC002YEMH:(740,0)-(749,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22395	Entity	GPE.ProvinceState.ProvinceState	JC002YC48:JC002YEMH:(383,0)-(388,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22396	Entity	GPE.Country.Country	JC002YC48:JC002YEMH:(762,0)-(785,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22397	Entity	GPE.ProvinceState.ProvinceState	JC002YC48:JC002YEMH:(390,0)-(396,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22398	Entity	VAL.Number.Number	JC002YC48:JC002YEMH:(68,0)-(76,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22400	Entity	PER	JC002YC48:JC002YEMH:(284,0)-(308,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22400	Entity	PER	JC002YC48:JC002YEMH:(299,0)-(308,0)	"1.0"	"1.0"	"1.0"
cluster-NILR22385	Relation	Measurement.Size.Count	JC002YC48:JC002YEMH:(68,0)-(76,0)	"1.0"	"1.0"	"1.0"
cluster-NILR22386	Relation	Physical.Resident.Resident	JC002YC48:JC002YEMH:(361,0)-(361,0)	"1.0"	"1.0"	"1.0"
cluster-NILR22387	Relation	Physical.Resident.Resident	JC002YC48:JC002YEMH:(381,0)-(381,0)	"1.0"	"1.0"	"1.0"
cluster-NILR22388	Relation	Physical.Resident.Resident	JC002YC48:JC002YEMH:(381,0)-(381,0)	"1.0"	"1.0"	"1.0"
cluster-NILR22389	Relation	Physical.Resident.Resident	JC002YC48:JC002YEMH:(381,0)-(381,0)	"1.0"	"1.0"	"1.0"
cluster-NILR22390	Relation	Physical.Resident.Resident	JC002YC48:JC002YEMH:(310,0)-(318,0)	"1.0"	"1.0"	"1.0"
cluster-NILR22391	Relation	Physical.Resident.Resident	JC002YC48:JC002YEMH:(310,0)-(318,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22385	Event	Disaster.DiseaseOutbreak.DiseaseOutbreak	JC002YC48:JC002YEMH:(11,0)-(17,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22385	Event	Disaster.DiseaseOutbreak.DiseaseOutbreak	JC002YC48:JC002YEMH:(243,0)-(263,0)	"1.0"	"1.0"	"1.0"
