video_filename	length
IC001V5WD.mp4	124.560
IC001V5WL.mp4	35.480
IC001V5WQ.mp4	53.800
IC001V5WX.mp4	28.400
IC001V5WY.mp4	13.862
IC001V5YS.mp4	28.400
IC001V630.mp4	50.566
IC001V63R.mp4	53.240
IC001V6CD.mp4	159.160
IC001V6CJ.mp4	92.659
IC001V6DY.mp4	39.139
IC001V6UN.mp4	64.040
IC001V6XZ.mp4	601.960
IC001V711.mp4	28.468
IC001V71Y.mp4	57.000
IC001V74Q.mp4	42.042
IC001V768.mp4	51.000
IC001V7I8.mp4	13.598
IC001V7QY.mp4	25.233
IC001V7QZ.mp4	71.638
IC001V7SU.mp4	36.640
IC001V7SV.mp4	36.800
IC001V7T6.mp4	13.920
IC001V7XU.mp4	32.733
IC001V83Y.mp4	443.200
IC001V84G.mp4	174.333
IC001V84O.mp4	95.360
IC001V8K8.mp4	32.720
IC001V8LJ.mp4	201.560
IC001V8LO.mp4	106.040
IC001V8LV.mp4	63.029
IC001V8M2.mp4	35.600
IC001V8MB.mp4	170.360
IC001V8MH.mp4	173.700
IC001V8MO.mp4	223.760
IC001V8MU.mp4	200.667
IC001V8N3.mp4	140.640
IC001V8N8.mp4	190.723
IC001V8NF.mp4	223.733
IC001V8NM.mp4	185.018
IC001V8NV.mp4	146.020
IC001V8QA.mp4	345.645
IC001V8SL.mp4	166.000
IC001V8TU.mp4	175.642
IC001V8US.mp4	40.066
IC001V8VX.mp4	215.048
IC001V8YO.mp4	86.119
IC001V90F.mp4	129.400
IC001V90G.mp4	129.360
IC001V90H.mp4	129.480
IC001V90I.mp4	129.360
IC001V94H.mp4	37.240
IC001V94O.mp4	156.990
IC001V94W.mp4	97.130
IC001V953.mp4	50.016
IC001V979.mp4	195.428
IC001V9CK.mp4	195.160
IC001V9CT.mp4	73.360
IC001V9EJ.mp4	272.939
IC001V9EP.mp4	47.000
IC001V9G7.mp4	134.868
IC001V9GE.mp4	73.873
IC001V9SX.mp4	34.440
IC001V9SY.mp4	139.639
IC001V9WW.mp4	153.253
IC001VA2V.mp4	147.400
IC001VA5P.mp4	18.960
IC001VA5Q.mp4	18.960
IC001VA5R.mp4	18.960
IC001VA5S.mp4	78.920
IC001VA5T.mp4	79.320
IC001VA5U.mp4	78.920
IC001VAA7.mp4	185.133
IC001VAG5.mp4	96.730
IC001VAG6.mp4	177.000
IC001VAIR.mp4	180.805
IC001VARJ.mp4	1729.861
IC001VB1U.mp4	178.560
IC001VB1V.mp4	190.966
IC001VB73.mp4	184.517
IC001VB7T.mp4	243.409
IC001VB7Z.mp4	107.900
IC001VB8U.mp4	9.666
IC001VB8V.mp4	36.600
IC001VB8Y.mp4	13.883
IC001VBEH.mp4	280.960
IC001VBKF.mp4	71.237
IC001VBKG.mp4	43.410
IC001VBKH.mp4	31.560
IC001VBNX.mp4	8.341
IC001VBPM.mp4	66.433
IC001VBPQ.mp4	59.840
IC001VBPY.mp4	175.120
IC001VBVQ.mp4	48.833
IC001VBVZ.mp4	88.960
IC001VBW4.mp4	119.786
IC001VBWD.mp4	118.720
IC001VBZJ.mp4	197.680
IC001VC0W.mp4	102.669
IC001VC0X.mp4	25.333
IC001VC0Y.mp4	85.985
IC001VC19.mp4	45.278
IC001VC40.mp4	255.296
IC001VC6S.mp4	176.700
IC001VC9B.mp4	31.320
IC001VCGF.mp4	84.760
IC001VCIS.mp4	154.680
IC001VEI3.mp4	97.000
IC001VEK5.mp4	223.960
IC001VESN.mp4	511.280
IC001VETP.mp4	220.400
IC001VEVP.mp4	392.920
IC001VEW8.mp4	115.920
