?docid	?edge_type_q	?edge_type	?object_cluster	?objectmo	?oinf_j_span	?subject_cluster	?subjectmo	?ej_span	?oinf_j_cv	?obcm_cv	?edge_cj_cv	?sbcm_cv
IC0015L64	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.OwnershipPossession_Owner>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.OwnershipPossession_Owner>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE04045>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#EMIC0015L64.000760>	IC0015L64:HC00002ZG:(2103,0)-(2123,0)	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILR000877>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#RMIC0015L64.000726>	IC0015L64:HC00002ZG:(2103,0)-(2123,0);IC0015L64:HC00002ZG:(2133,0)-(2137,0)	1.0E0	1.0E0	1.0E0	1.0E0
IC0015L64	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.OwnershipPossession_Owner>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.OwnershipPossession_Owner>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE04045>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#EMIC0015L64.000807>	IC0015L64:HC00002ZG:(2103,0)-(2123,0)	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILR000878>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#RMIC0015L64.000773>	IC0015L64:HC00002ZG:(2103,0)-(2123,0);IC0015L64:HC00002ZG:(2133,0)-(2137,0)	1.0E0	1.0E0	1.0E0	1.0E0
IC0015L64	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.OwnershipPossession_Owner>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.OwnershipPossession_Owner>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE04045>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#EMIC0015L64.000854>	IC0015L64:HC00002ZG:(2103,0)-(2123,0)	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILR000879>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#RMIC0015L64.000820>	IC0015L64:HC00002ZG:(2103,0)-(2123,0);IC0015L64:HC00002ZG:(2133,0)-(2137,0)	1.0E0	1.0E0	1.0E0	1.0E0
IC0015L64	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.OwnershipPossession_Owner>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.OwnershipPossession_Owner>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE04045>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#EMIC0015L64.000901>	IC0015L64:HC00002ZG:(2103,0)-(2123,0)	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILR000880>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#RMIC0015L64.000867>	IC0015L64:HC00002ZG:(2103,0)-(2123,0);IC0015L64:HC00002ZG:(2133,0)-(2137,0)	1.0E0	1.0E0	1.0E0	1.0E0
IC0015L64	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.OwnershipPossession_Owner>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.OwnershipPossession_Owner>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-80000078>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#EMIC0015L64.001034>	IC0015L64:HC00002ZG:(2262,0)-(2279,0)	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILR000881>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#RMIC0015L64.001000>	IC0015L64:HC00002ZG:(2257,0)-(2260,0);IC0015L64:HC00002ZG:(2262,0)-(2279,0)	1.0E0	1.0E0	1.0E0	1.0E0
IC0015L64	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.OwnershipPossession_Owner>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.OwnershipPossession_Owner>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-80000078>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#EMIC0015L64.001081>	IC0015L64:HC00002ZG:(2262,0)-(2279,0)	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILR000882>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#RMIC0015L64.001047>	IC0015L64:HC00002ZG:(2257,0)-(2260,0);IC0015L64:HC00002ZG:(2262,0)-(2279,0)	1.0E0	1.0E0	1.0E0	1.0E0
IC0015L64	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.OwnershipPossession_Owner>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.OwnershipPossession_Owner>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE04059>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#EMIC0015L64.002893>	IC0015L64:HC00001QW:(91,273)-(1290,868)	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILR000910>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#RMIC0015L64.002859>	IC0015L64:HC00001QW:(52,323)-(1196,851);IC0015L64:HC00001QW:(91,273)-(1290,868)	1.0E0	1.0E0	1.0E0	1.0E0
IC0015L64	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.OwnershipPossession_Owner>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.OwnershipPossession_Owner>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE04059>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#EMIC0015L64.002987>	IC0015L64:HC00001QW:(72,278)-(1197,876)	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILR000912>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#RMIC0015L64.002953>	IC0015L64:HC00001QW:(68,278)-(1193,870);IC0015L64:HC00001QW:(72,278)-(1197,876)	1.0E0	1.0E0	1.0E0	1.0E0
IC0015L64	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.OwnershipPossession_Owner>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.OwnershipPossession_Owner>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE04059>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#EMIC0015L64.003128>	IC0015L64:HC00001QZ:(103,119)-(1059,873)	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILR000912>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#RMIC0015L64.003094>	IC0015L64:HC00001QZ:(103,119)-(1059,873);IC0015L64:HC00001QZ:(88,118)-(1059,867)	1.0E0	1.0E0	1.0E0	1.0E0
IC0015L64	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.OwnershipPossession_Owner>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.OwnershipPossession_Owner>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE04046>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#EMIC0015L64.003527>	IC0015L64:HC00002ZG:(7757,0)-(7760,0)	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILR000917>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#RMIC0015L64.003506>	IC0015L64:HC00002ZG:(7757,0)-(7760,0);IC0015L64:HC00002ZG:(7762,0)-(7765,0)	1.0E0	1.0E0	1.0E0	1.0E0
